ID	official_symbol	virtual	kinase_function	phosphorylation_site
at3g52580	AT3G52580	normal	no	no
at3g52640	AT3G52640	normal	no	no
at3g52850	VSR1	normal	no	no
at3g52920	AT3G52920	normal	no	yes
at3g53180	AT3G53180	normal	no	yes
at3g53190	AT3G53190	normal	no	no
at3g53210	AT3G53210	normal	no	no
at3g53260	PAL2	normal	no	no
at3g53350	RIP4	normal	no	no
at3g53410	AT3G53410	normal	no	no
at3g53420	PIP2A	normal	no	yes
at3g53510	AT3G53510	normal	no	no
at3g53560	AT3G53560	normal	no	yes
at3g53570	FC1	normal	yes	no
at3g53620	PPa4	normal	no	yes
at3g53720	CHX20	normal	no	no
at3g53730	AT3G53730	normal	no	no
at3g53760	GCP4	normal	no	yes
at3g53810	AT3G53810	normal	yes	no
at3g53900	UPP	normal	no	yes
at3g53990	AT3G53990	normal	no	no
at3g54010	PAS1	normal	no	no
at3g54020	AtIPCS1	normal	no	no
at3g54050	HCEF1	normal	no	no
at3g54120	AT3G54120	normal	no	no
at3g54140	PTR1	normal	no	no
at3g54150	AT3G54150	normal	no	no
at3g54170	FIP37	normal	no	yes
at3g54180	CDKB1;1	normal	yes	yes
at3g54220	SCR	normal	no	no
at3g54230	SUA	normal	no	yes
at3g54260	TBL36	normal	no	no
at3g54300	VAMP727	normal	no	yes
at3g54340	AP3	normal	no	no
at3g54390	AT3G54390	normal	no	yes
at3g54430	SRS6	normal	no	no
at3g54560	HTA11	normal	no	no
at3g54610	HAG1	normal	no	yes
at3g54620	BZIP25	normal	no	yes
at3g54640	TSA1	normal	no	yes
at3g54820	PIP2;5	normal	no	yes
at3g54826	AT3G54826	normal	no	no
at3g54900	CXIP1	normal	no	no
at3g54990	SMZ	normal	no	no
at3g55005	TON1B	normal	no	yes
at3g55090	AT3G55090	normal	no	no
at3g55110	AT3G55110	normal	no	no
at3g55120	TT5	normal	no	no
at3g55130	WBC19	normal	no	no
at3g55150	EXO70H1	normal	no	no
at3g55270	MKP1	normal	no	yes
at3g55290	AT3G55290	normal	no	no
at3g55340	PHIP1	normal	no	no
at3g55370	OBP3	normal	no	no
at3g55430	AT3G55430	normal	no	no
at3g55560	AGF2	normal	no	yes
at3g55610	P5CS2	normal	no	yes
at3g55660	ROPGEF6	normal	no	no
at3g55980	SZF1	normal	no	yes
at3g56010	AT3G56010	normal	no	no
at3g56070	ROC2	normal	no	no
at3g56100	MRLK	normal	yes	no
at3g56110	PRA1.B1	normal	no	no
at3g56150	EIF3C	normal	no	yes
at3g56240	CCH	normal	no	no
at3g56270	AT3G56270	normal	no	no
at3g56290	AT3G56290	normal	no	no
at3g56370	AT3G56370	normal	yes	yes
at3g56410	AT3G56410	normal	no	yes
at3g56710	SIB1	normal	no	no
at3g56800	CAM3	normal	no	no
at3g56840	AT3G56840	normal	no	no
at3g56850	AREB3	normal	no	yes
at3g56860	UBA2A	normal	no	yes
at3g56900	AT3G56900	normal	no	no
at3g56950	SIP2;1	normal	no	no
at3g56960	PIP5K4	normal	yes	yes
at3g57070	AT3G57070	normal	no	yes
at3g57220	AT3G57220	normal	no	yes
at3g57260	BGL2	normal	no	no
at3g57280	AT3G57280	normal	no	no
at3g57330	ACA11	normal	no	yes
at3g57390	AGL18	normal	no	no
at3g57400	AT3G57400	normal	no	no
at3g57650	LPAT2	normal	no	no
at3g57830	AT3G57830	normal	yes	yes
at3g57860	UVI4-LIKE	normal	no	no
at3g57870	SCE1	normal	no	no
at3g57880	AT3G57880	normal	no	no
at3g58040	SINAT2	normal	no	no
at3g58120	BZIP61	normal	no	yes
at3g58450	AT3G58450	normal	no	no
at3g58560	AT3G58560	normal	no	no
at3g58700	AT3G58700	normal	no	no
at3g58710	WRKY69	normal	no	no
at3g58740	CSY1	normal	no	no
at3g58750	CSY2	normal	no	yes
at3g58760	AT3G58760	normal	no	yes
at3g58780	SHP1	normal	no	no
at3g59030	TT12	normal	no	no
at3g59060	PIL6	normal	no	no
at3g59080	AT3G59080	normal	no	no
at3g59090	AT3G59090	normal	no	no
at3g59150	AT3G59150	normal	no	yes
at3g59220	PRN	normal	no	yes
at3g59350	AT3G59350	normal	yes	yes
at3g59420	CR4	normal	yes	no
at3g59660	AT3G59660	normal	no	no
at3g59670	AT3G59670	normal	no	no
at3g59690	IQD13	normal	no	yes
at3g59700	HLECRK	normal	yes	no
at3g59730	AT3G59730	normal	yes	no
at3g59740	AT3G59740	normal	yes	no
at3g59760	OASC	normal	no	yes
at3g59780	AT3G59780	normal	no	no
at3g59790	MPK10	normal	yes	yes
at3g59890	AT3G59890	normal	no	no
at3g59900	ARGOS	normal	no	no
at3g59940	AT3G59940	normal	no	no
at3g60010	SK13	normal	no	no
at3g60200	AT3G60200	normal	no	yes
at3g60220	ATL4	normal	no	no
at3g60300	AT3G60300	normal	no	no
at3g60360	EDA14	normal	no	yes
at3g60470	AT3G60470	normal	no	yes
at3g60600	VAP	normal	no	yes
at3g60720	PDLP8	normal	no	no
at3g60820	PBF1	normal	no	yes
at3g60900	FLA10	normal	no	no
at3g61060	PP2-A13	normal	no	no
at3g61150	HDG1	normal	no	yes
at3g61160	AT3G61160	normal	yes	no
at3g61250	MYB17	normal	no	no
at3g61260	AT3G61260	normal	no	yes
at3g61320	AT3G61320	normal	no	no
at3g61430	PIP1A	normal	no	no
at3g61440	CYSC1	normal	no	yes
at3g61460	BRH1	normal	no	no
at3g61480	AT3G61480	normal	no	yes
at3g61630	CRF6	normal	no	no
at3g61650	TUBG1	normal	no	no
at3g61750	AT3G61750	normal	no	yes
at3g61790	AT3G61790	normal	no	no
at3g61880	CYP78A9	normal	no	no
at3g61920	AT3G61920	normal	no	no
at3g61930	AT3G61930	normal	no	no
at3g61990	AT3G61990	normal	no	no
at3g62030	ROC4	normal	no	no
at3g62240	AT3G62240	normal	no	yes
at3g62290	ARFA1E	normal	no	no
at3g62360	AT3G62360	normal	no	yes
at3g62400	AT3G62400	normal	no	no
at3g62420	BZIP53	normal	no	no
at3g62560	AT3G62560	normal	no	yes
at3g62780	AT3G62780	normal	no	no
at3g62920	AT3G62920	normal	no	no
at3g62930	AT3G62930	normal	no	no
at3g62980	TIR1	normal	no	no
at3g63010	GID1B	normal	no	no
at3g63080	GPX5	normal	no	no
at3g63130	RANGAP1	normal	no	yes
at3g63200	PLP9	normal	no	yes
at3g63210	MARD1	normal	no	no
at3g63260	ATMRK1	normal	yes	yes
at3g63280	NEK4	normal	yes	yes
at3g63310	BIL4	normal	no	no
at3g63330	at3g63330	normal	no	no
at3g63380	AT3G63380	normal	no	no
at3g63420	GG1	normal	no	no
at3g63500	AT3G63500	normal	no	yes
at3g66654	AT3G66654	normal	no	no
at4g00020	BRCA2(IV)	normal	no	yes
at4g00120	IND	normal	no	no
at4g00150	HAM3	normal	no	no
at4g00180	YAB3	normal	no	no
at4g00210	LBD31	normal	no	no
at4g00290	AT4G00290	normal	no	yes
at4g00330	CRCK2	normal	yes	yes
at4g00340	RLK4	normal	yes	yes
at4g00350	AT4G00350	normal	no	no
at4g00360	CYP86A2	normal	no	no
at4g00400	GPAT8	normal	no	yes
at4g00430	PIP1;4	normal	no	no
at4g00460	ROPGEF3	normal	no	yes
at4g00480	ATMYC1	normal	no	no
at4g00585	AT4G00585	normal	no	no
at4g00650	FRI	normal	no	no
at4g00670	AT4G00670	normal	no	no
at4g00720	SK32	normal	yes	yes
at4g00980	AT4G00980	normal	no	no
at4g01010	CNGC13	normal	no	no
at4g01090	AT4G01090	normal	no	yes
at4g01100	ADNT1	normal	no	yes
at4g01150	AT4G01150	normal	no	no
at4g01210	AT4G01210	normal	no	yes
at4g01250	WRKY22	normal	no	no
at4g01370	MPK4	normal	yes	yes
at4g01410	AT4G01410	normal	no	yes
at4g01420	CBL5	normal	no	no
at4g01440	AT4G01440	normal	no	no
at4g01450	AT4G01450	normal	no	no
at4g01575	AT4G01575	normal	no	no
at4g01610	AT4G01610	normal	no	yes
at4g01680	MYB55	normal	no	yes
at4g01720	WRKY47	normal	no	no
at4g01920	AT4G01920	normal	no	no
at4g02010	AT4G02010	normal	no	yes
at4g02020	SWN	normal	no	yes
at4g02060	PRL	normal	no	yes
at4g02070	MSH6	normal	no	no
at4g02080	SAR2	normal	no	no
at4g02130	GATL6	normal	no	no
at4g02150	MOS6	normal	no	no
at4g02200	AT4G02200	normal	no	yes
at4g02380	SAG21	normal	no	no
at4g02410	AT4G02410	normal	yes	no
at4g02560	LD	normal	no	yes
at4g02570	CUL1	normal	no	yes
at4g02590	UNE12	normal	no	no
at4g02620	AT4G02620	normal	no	no
at4g02630	AT4G02630	normal	yes	yes
at4g02640	BZO2H1	normal	no	yes
at4g02680	EOL1	normal	no	no
at4g02720	AT4G02720	normal	no	yes
at4g02725	AT4G02725	normal	no	no
at4g02770	PSAD-1	normal	no	yes
at4g02800	AT4G02800	normal	no	yes
at4g02860	AT4G02860	normal	no	yes
at4g03070	AOP1	normal	no	no
at4g03080	BSL1	normal	no	yes
at4g03150	AT4G03150	normal	no	yes
at4g03210	XTH9	normal	no	yes
at4g03260	AT4G03260	normal	yes	yes
at4g03270	CYCD6;1	normal	yes	no
at4g03290	AT4G03290	normal	no	no
at4g03600	AT4G03600	normal	no	no
at4g03820	AT4G03820	normal	no	yes
at4g04020	FIB	normal	no	yes
at4g04200	AT4G04200	normal	no	no
at4g04450	WRKY42	normal	no	yes
at4g04480	AT4G04480	normal	no	no
at4g04500	CRK37	normal	yes	yes
at4g04510	CRK38	normal	yes	yes
at4g04525	AT4G04525	normal	no	no
at4g04540	CRK39	normal	yes	no
at4g04570	CRK40	normal	yes	no
at4g04720	CPK21	normal	yes	yes
at4g04750	AT4G04750	normal	no	no
at4g04800	MSRB3	normal	no	no
at4g04850	KEA3	normal	no	no
at4g04860	DER2.2	normal	no	no
at4g04890	PDF2	normal	no	yes
at4g04910	NSF	normal	no	yes
at4g05190	ATK5	normal	no	yes
at4g05370	AT4G05370	normal	no	no
at4g05420	DDB1A	normal	no	yes
at4g05520	EHD2	normal	no	yes
at4g07820	AT4G07820	normal	no	no
at4g08040	ACS11	normal	no	no
at4g08150	KNAT1	normal	no	no
at4g08170	AT4G08170	normal	no	no
at4g08250	AT4G08250	normal	no	no
at4g08300	AT4G08300	normal	no	yes
at4g08470	MEKK3	normal	yes	no
at4g08480	MAPKKK9	normal	yes	no
at4g08500	MEKK1	normal	yes	yes
at4g08770	AT4G08770	normal	no	no
at4g08850	AT4G08850	normal	yes	yes
at4g08950	EXO	normal	no	no
at4g08980	FBW2	normal	no	yes
at4g09000	GRF1	normal	no	yes
at4g09030	AGP10	normal	no	no
at4g09460	MYB6	normal	no	no
at4g09570	CPK4	normal	yes	no
at4g09820	TT8	normal	no	no
at4g10080	AT4G10080	normal	no	yes
at4g10110	AT4G10110	normal	no	no
at4g10140	AT4G10140	normal	no	no
at4g10240	AT4G10240	normal	no	no
at4g10330	AT4G10330	normal	no	no
at4g10400	AT4G10400	normal	no	no
at4g10640	IQD16	normal	no	yes
at4g10850	AT4G10850	normal	no	no
at4g11280	ACS6	normal	no	no
at4g11330	MPK5	normal	yes	no
at4g11370	RHA1A	normal	no	no
at4g11400	AT4G11400	normal	no	no
at4g11460	CRK30	normal	yes	yes
at4g11470	CRK31	normal	no	yes
at4g11480	CRK32	normal	yes	no
at4g11490	CRK33	normal	yes	no
at4g11570	AT4G11570	normal	no	no
at4g11600	GPX6	normal	no	yes
at4g11830	PLDGAMMA2	normal	no	no
at4g11840	PLDGAMMA3	normal	no	yes
at4g11850	PLDGAMMA1	normal	no	yes
at4g11860	AT4G11860	normal	no	yes
at4g11890	AT4G11890	normal	yes	no
at4g11920	CCS52A2	normal	no	yes
at4g11960	PGRL1B	normal	no	no
at4g11990	AT4G11990	normal	no	yes
at4g12000	AT4G12000	normal	no	no
at4g12020	WRKY19	normal	no	yes
at4g12030	BAT5	normal	no	no
at4g12120	SEC1B	normal	no	yes
at4g12250	GAE5	normal	no	no
at4g12350	MYB42	normal	no	no
at4g12720	NUDT7	normal	no	no
at4g12730	FLA2	normal	no	no
at4g12880	ENODL19	normal	no	no
at4g12950	AT4G12950	normal	no	no
at4g13020	MHK	normal	yes	no
at4g13100	AT4G13100	normal	no	yes
at4g13180	AT4G13180	normal	no	no
at4g13220	AT4G13220	normal	no	no
at4g13240	ROPGEF9	normal	no	no
at4g13266	AT4G13266	normal	no	no
at4g13345	MEE55	normal	no	no
at4g13510	AMT1;1	normal	no	yes
at4g13530	AT4G13530	normal	no	no
at4g13640	UNE16	normal	no	no
at4g13770	CYP83A1	normal	no	no
at4g14110	COP9	normal	no	no
at4g14130	XTH15	normal	no	no
at4g14220	RHF1A	normal	no	yes
at4g14310	AT4G14310	normal	no	no
at4g14340	CKI1	normal	yes	no
at4g14360	AT4G14360	normal	no	no
at4g14365	XBAT34	normal	no	yes
at4g14420	AT4G14420	normal	no	no
at4g14430	IBR10	normal	no	no
at4g14440	HCD1	normal	no	yes
at4g14455	ATBET12	normal	no	no
at4g14480	AT4G14480	normal	yes	no
at4g14550	IAA14	normal	no	no
at4g14560	IAA1	normal	no	no
at4g14580	CIPK4	normal	yes	no
at4g14610	AT4G14610	normal	no	no
at4g14640	CAM8	normal	no	no
at4g14690	ELIP2	normal	no	no
at4g14720	PPD2	normal	no	yes
at4g14830	AT4G14830	normal	no	no
at4g14880	OASA1	normal	no	no
at4g14960	TUA6	normal	no	yes
at4g15000	AT4G15000	normal	no	no
at4g15380	CYP705A4	normal	no	no
at4g15490	UGT84A3	normal	no	no
at4g15530	PPDK	normal	no	yes
at4g15545	AT4G15545	normal	no	yes
at4g15550	IAGLU	normal	no	no
at4g15620	AT4G15620	normal	no	no
at4g15700	AT4G15700	normal	no	no
at4g15730	AT4G15730	normal	no	no
at4g16110	RR2	normal	no	yes
at4g16140	AT4G16140	normal	no	no
at4g16143	IMPA-2	normal	no	no
at4g16240	AT4G16240	normal	no	no
at4g16250	PHYD	normal	no	yes
at4g16330	AT4G16330	normal	no	yes
at4g16444	AT4G16444	normal	no	no
at4g16480	INT4	normal	no	no
at4g16500	AT4G16500	normal	no	yes
at4g16515	RGF6	normal	no	no
at4g16620	AT4G16620	normal	no	no
at4g16630	AT4G16630	normal	no	yes
at4g16690	MES16	normal	no	yes
at4g16760	ACX1	normal	no	no
at4g16840	AT4G16840	normal	no	no
at4g16970	AT4G16970	normal	yes	yes
at4g16980	AT4G16980	normal	no	no
at4g17080	AT4G17080	normal	no	no
at4g17230	SCL13	normal	no	no
at4g17280	AT4G17280	normal	no	no
at4g17340	TIP2;2	normal	no	no
at4g17390	AT4G17390	normal	no	no
at4g17420	AT4G17420	normal	no	no
at4g17430	AT4G17430	normal	no	no
at4g17486	AT4G17486	normal	no	no
at4g17490	ERF6	normal	no	no
at4g17500	ERF-1	normal	no	no
at4g17615	CBL1	normal	no	no
at4g17680	AT4G17680	normal	no	no
at4g17710	HDG4	normal	no	no
at4g17720	AT4G17720	normal	no	yes
at4g17730	SYP23	normal	no	no
at4g17760	AT4G17760	normal	no	no
at4g17770	TPS5	normal	no	yes
at4g17785	MYB39	normal	no	no
at4g17870	PYR1	normal	no	no
at4g17880	AT4G17880	normal	no	no
at4g18020	APRR2	normal	no	no
at4g18130	PHYE	normal	yes	no
at4g18170	WRKY28	normal	no	no
at4g18195	PUP8	normal	no	no
at4g18197	PUP7	normal	no	no
at4g18205	AT4G18205	normal	no	yes
at4g18290	KAT2	normal	no	yes
at4g18340	AT4G18340	normal	no	no
at4g18360	AT4G18360	normal	no	no
at4g18390	TCP2	normal	no	no
at4g18570	AT4G18570	normal	no	yes
at4g18630	AT4G18630	normal	no	no
at4g18640	MRH1	normal	yes	no
at4g18650	AT4G18650	normal	no	no
at4g18700	CIPK12	normal	yes	no
at4g18710	BIN2	normal	yes	yes
at4g18780	IRX1	normal	no	no
at4g18830	OFP5	normal	no	yes
at4g18880	HSF A4A	normal	no	yes
at4g18950	AT4G18950	normal	yes	yes
at4g18960	AG	normal	no	no
at4g19003	VPS25	normal	no	no
at4g19030	NLM1	normal	no	no
at4g19210	RLI2	normal	no	no
at4g19380	AT4G19380	normal	no	no
at4g19410	AT4G19410	normal	no	no
at4g19460	AT4G19460	normal	no	no
at4g19645	AT4G19645	normal	no	no
at4g19660	NPR4	normal	no	no
at4g19700	RING	normal	no	no
at4g19810	AT4G19810	normal	no	no
at4g19840	PP2-A1	normal	no	no
at4g19865	AT4G19865	normal	no	no
at4g19880	AT4G19880	normal	no	yes
at4g19960	KUP9	normal	no	no
at4g20140	GSO1	normal	yes	no
at4g20150	AT4G20150	normal	no	no
at4g20260	PCAP1	normal	no	yes
at4g20300	AT4G20300	normal	no	yes
at4g20360	RABE1b	normal	no	yes
at4g20390	AT4G20390	normal	no	no
at4g20780	CML42	normal	no	yes
at4g20790	AT4G20790	normal	no	no
at4g20830	AT4G20830	normal	no	no
at4g20860	AT4G20860	normal	no	no
at4g21050	AT4G21050	normal	no	no
at4g21070	BRCA1	normal	no	yes
at4g21100	DDB1B	normal	no	no
at4g21120	AAT1	normal	no	no
at4g21270	ATK1	normal	no	no
at4g21380	RK3	normal	yes	no
at4g21390	B120	normal	yes	no
at4g21510	AT4G21510	normal	no	no
at4g21530	AT4G21530	normal	no	no
at4g21560	VPS28-1	normal	no	no
at4g21570	AT4G21570	normal	no	no
at4g21590	ENDO3	normal	no	no
at4g21620	AT4G21620	normal	no	no
at4g21650	AT4G21650	normal	no	no
at4g21670	CPL1	normal	no	yes
at4g21680	NRT1.8	normal	no	no
at4g21830	MSRB7	normal	no	no
at4g21860	MSRB2	normal	no	no
at4g21940	CPK15	normal	yes	yes
at4g21990	APR3	normal	no	yes
at4g22130	SRF8	normal	yes	yes
at4g22200	KT2/3	normal	no	no
at4g22220	ISU1	normal	no	no
at4g22250	AT4G22250	normal	no	no
at4g22300	SOBER1	normal	no	no
at4g22540	ORP2A	normal	no	no
at4g22570	APT3	normal	no	no
at4g22660	AT4G22660	normal	no	yes
at4g22720	AT4G22720	normal	no	no
at4g22730	AT4G22730	normal	no	yes
at4g22756	SMO1-2	normal	no	no
at4g22790	AT4G22790	normal	no	no
at4g22830	AT4G22830	normal	no	no
at4g22860	AT4G22860	normal	no	yes
at4g22880	LDOX	normal	no	yes
at4g22910	FZR2	normal	no	yes
at4g22930	PYR4	normal	no	no
at4g23010	UTR2	normal	no	no
at4g23050	AT4G23050	normal	yes	no
at4g23060	IQD22	normal	no	no
at4g23090	AT4G23090	normal	no	no
at4g23100	GSH1	normal	no	no
at4g23150	CRK7	normal	yes	no
at4g23170	EP1	normal	no	yes
at4g23180	CRK10	normal	yes	yes
at4g23190	CRK11	normal	yes	no
at4g23210	CRK13	normal	yes	no
at4g23220	CRK14	normal	yes	yes
at4g23270	CRK19	normal	yes	yes
at4g23300	CRK22	normal	yes	no
at4g23400	PIP1;5	normal	no	no
at4g23460	AT4G23460	normal	no	no
at4g23550	WRKY29	normal	no	no
at4g23570	SGT1A	normal	no	yes
at4g23610	AT4G23610	normal	no	yes
at4g23640	TRH1	normal	no	yes
at4g23650	CDPK6	normal	yes	yes
at4g23670	AT4G23670	normal	no	no
at4g23680	AT4G23680	normal	no	no
at4g23810	WRKY53	normal	no	yes
at4g23885	AT4G23885	normal	no	no
at4g24090	AT4G24090	normal	no	no
at4g24190	SHD	normal	no	yes
at4g24210	SLY1	normal	no	no
at4g24390	AT4G24390	normal	no	no
at4g24400	CIPK8	normal	yes	yes
at4g24460	CLT2	normal	no	no
at4g24510	CER2	normal	no	yes
at4g24540	AGL24	normal	no	no
at4g24550	AT4G24550	normal	no	yes
at4g24660	HB22	normal	no	no
at4g24670	TAR2	normal	no	yes
at4g24680	MOS1	normal	no	yes
at4g24690	AT4G24690	normal	no	yes
at4g24840	AT4G24840	normal	no	yes
at4g24900	AT4G24900	normal	no	no
at4g24960	HVA22D	normal	no	no
at4g24990	ATGP4	normal	no	no
at4g25100	FSD1	normal	no	no
at4g25200	HSP23.6-MITO	normal	no	no
at4g25230	RIN2	normal	no	no
at4g25240	SKS1	normal	no	no
at4g25360	TBL18	normal	no	yes
at4g25480	DREB1A	normal	no	no
at4g25550	AT4G25550	normal	no	no
at4g25560	MYB18	normal	no	no
at4g25660	AT4G25660	normal	no	no
at4g25680	AT4G25680	normal	no	no
at4g25770	AT4G25770	normal	no	yes
at4g25810	XTR6	normal	no	no
at4g25900	AT4G25900	normal	no	no
at4g25920	AT4G25920	normal	no	no
at4g26070	MEK1	normal	yes	yes
at4g26080	ABI1	normal	no	yes
at4g26090	RPS2	normal	no	no
at4g26200	ACS7	normal	no	no
at4g26270	PFK3	normal	yes	no
at4g26410	AT4G26410	normal	no	no
at4g26450	AT4G26450	normal	no	yes
at4g26580	AT4G26580	normal	no	no
at4g26610	D6PKL1	normal	yes	yes
at4g26620	AT4G26620	normal	no	yes
at4g26640	WRKY20	normal	no	no
at4g26650	AT4G26650	normal	no	yes
at4g26750	AT4G26750	normal	no	no
at4g26770	AT4G26770	normal	no	yes
at4g26790	AT4G26790	normal	no	no
at4g26840	SUMO1	normal	no	no
at4g26910	AT4G26910	normal	no	no
at4g27230	HTA2	normal	no	no
at4g27280	AT4G27280	normal	no	yes
at4g27320	PHOS34	normal	no	yes
at4g27330	SPL	normal	no	no
at4g27410	RD26	normal	no	no
at4g27420	AT4G27420	normal	no	no
at4g27435	AT4G27435	normal	no	no
at4g27450	AT4G27450	normal	no	yes
at4g27460	AT4G27460	normal	no	no
at4g27500	PPI1	normal	no	yes
at4g27595	AT4G27595	normal	no	no
at4g27610	AT4G27610	normal	no	no
at4g27780	ACBP2	normal	no	yes
at4g27800	TAP38	normal	no	no
at4g27900	AT4G27900	normal	no	yes
at4g27940	MTM1	normal	no	no
at4g27960	UBC9	normal	no	no
at4g28088	AT4G28088	normal	no	yes
at4g28110	MYB41	normal	no	yes
at4g28210	emb1923	normal	no	no
at4g28230	AT4G28230	normal	no	no
at4g28310	AT4G28310	normal	no	yes
at4g28330	AT4G28330	normal	no	no
at4g28390	AAC3	normal	no	no
at4g28400	AT4G28400	normal	no	yes
at4g28490	HAE	normal	yes	no
at4g28530	NAC074	normal	no	no
at4g28540	CKL6	normal	yes	no
at4g28560	RIC7	normal	no	no
at4g28580	MGT5	normal	no	no
at4g28640	IAA11	normal	no	no
at4g28650	AT4G28650	normal	yes	no
at4g28700	AMT1;4	normal	no	no
at4g28780	AT4G28780	normal	no	no
at4g28910	NINJA	normal	no	yes
at4g28950	ROP9	normal	no	no
at4g28980	CAK1AT	normal	yes	yes
at4g29040	RPT2a	normal	no	no
at4g29080	PAP2	normal	no	no
at4g29140	AT4G29140	normal	no	no
at4g29160	SNF7.1	normal	no	yes
at4g29170	ATMND1	normal	no	yes
at4g29220	PFK1	normal	yes	yes
at4g29240	AT4G29240	normal	no	no
at4g29330	DER1	normal	no	no
at4g29350	PFN2	normal	no	no
at4g29450	AT4G29450	normal	yes	yes
at4g29590	AT4G29590	normal	no	no
at4g29660	EMB2752	normal	no	no
at4g29780	AT4G29780	normal	no	no
at4g29800	PLP8	normal	no	yes
at4g29810	MKK2	normal	yes	yes
at4g29820	CFIM-25	normal	no	no
at4g29900	ACA10	normal	no	yes
at4g29930	AT4G29930	normal	no	no
at4g30080	ARF16	normal	no	no
at4g30120	HMA3	normal	no	yes
at4g30190	HA2	normal	no	yes
at4g30230	AT4G30230	normal	no	yes
at4g30260	AT4G30260	normal	no	no
at4g30270	XTH24	normal	no	no
at4g30450	AT4G30450	normal	no	no
at4g30480	AT4G30480	normal	no	yes
at4g30490	AT4G30490	normal	no	yes
at4g30500	AT4G30500	normal	no	no
at4g30520	AT4G30520	normal	yes	no
at4g30530	AT4G30530	normal	no	no
at4g30560	CNGC9	normal	no	yes
at4g30610	BRS1	normal	no	no
at4g30660	AT4G30660	normal	no	no
at4g30840	AT4G30840	normal	no	no
at4g30845	AT4G30845	normal	no	no
at4g30850	HHP2	normal	no	no
at4g30935	WRKY32	normal	no	no
at4g30960	SIP3	normal	yes	yes
at4g31100	AT4G31100	normal	no	yes
at4g31110	AT4G31110	normal	no	yes
at4g31330	AT4G31330	normal	no	no
at4g31340	AT4G31340	normal	no	no
at4g31500	CYP83B1	normal	no	no
at4g31550	WRKY11	normal	no	yes
at4g31590	CSLC5	normal	no	yes
at4g31600	AT4G31600	normal	no	no
at4g31700	RPS6	normal	no	yes
at4g31800	WRKY18	normal	no	yes
at4g31840	ENODL15	normal	no	yes
at4g31860	AT4G31860	normal	no	yes
at4g31875	AT4G31875	normal	no	no
at4g31950	CYP82C3	normal	no	no
at4g31970	CYP82C2	normal	no	no
at4g32000	AT4G32000	normal	yes	no
at4g32040	KNAT5	normal	no	no
at4g32070	AT4G32070	normal	no	yes
at4g32180	PANK2	normal	yes	yes
at4g32250	AT4G32250	normal	yes	yes
at4g32285	AT4G32285	normal	no	yes
at4g32320	APX6	normal	no	yes
at4g32410	CESA1	normal	no	yes
at4g32470	AT4G32470	normal	no	no
at4g32530	AT4G32530	normal	no	no
at4g32570	TIFY8	normal	no	no
at4g32600	AT4G32600	normal	no	no
at4g32620	AT4G32620	normal	no	yes
at4g32650	KAT3	normal	no	no
at4g32730	PC-MYB1	normal	no	yes
at4g32770	VTE1	normal	no	yes
at4g32780	AT4G32780	normal	no	no
at4g32830	AUR1	normal	yes	yes
at4g32980	ATH1	normal	no	yes
at4g33010	GLDP1	normal	no	yes
at4g33050	EDA39	normal	no	yes
at4g33220	PME44	normal	no	no
at4g33260	CDC20.2	normal	no	no
at4g33270	CDC20.1	normal	no	no
at4g33360	FLDH	normal	no	no
at4g33400	AT4G33400	normal	no	yes
at4g33430	BAK1	normal	yes	no
at4g33510	DHS2	normal	no	no
at4g33540	AT4G33540	normal	no	no
at4g33690	AT4G33690	normal	no	no
at4g33780	AT4G33780	normal	no	no
at4g33940	AT4G33940	normal	no	no
at4g33950	OST1	normal	yes	yes
at4g34060	DML3	normal	no	no
at4g34110	PAB2	normal	no	no
at4g34150	AT4G34150	normal	no	no
at4g34160	CYCD3;1	normal	no	no
at4g34180	AT4G34180	normal	no	no
at4g34200	EDA9	normal	no	no
at4g34210	SK11	normal	no	yes
at4g34220	AT4G34220	normal	yes	yes
at4g34230	CAD5	normal	no	no
at4g34380	AT4G34380	normal	no	no
at4g34400	AT4G34400	normal	no	yes
at4g34440	AT4G34440	normal	yes	no
at4g34460	AGB1	normal	no	no
at4g34470	SK12	normal	no	no
at4g34590	GBF6	normal	no	no
at4g34640	SQS1	normal	no	no
at4g34680	GATA3	normal	no	no
at4g34700	AT4G34700	normal	no	no
at4g34710	ADC2	normal	no	yes
at4g34790	AT4G34790	normal	no	yes
at4g34950	AT4G34950	normal	no	no
at4g34990	MYB32	normal	no	no
at4g35080	AT4G35080	normal	no	no
at4g35090	CAT2	normal	no	no
at4g35100	PIP3	normal	no	yes
at4g35110	AT4G35110	normal	no	yes
at4g35250	AT4G35250	normal	no	no
at4g35290	GLUR2	normal	no	no
at4g35310	CPK5	normal	yes	yes
at4g35320	AT4G35320	normal	no	yes
at4g35390	AGF1	normal	no	yes
at4g35580	NTL9	normal	no	yes
at4g35600	CONNEXIN 32	normal	yes	yes
at4g35620	CYCB2;2	normal	no	no
at4g35740	RecQl3	normal	no	no
at4g35770	SEN1	normal	no	yes
at4g35785	AT4G35785	normal	no	yes
at4g35830	ACO1	normal	no	yes
at4g35840	AT4G35840	normal	no	no
at4g35950	RAC6	normal	no	no
at4g35970	APX5	normal	no	no
at4g36030	ARO3	normal	no	yes
at4g36180	AT4G36180	normal	yes	yes
at4g36220	FAH1	normal	no	no
at4g36250	ALDH3F1	normal	no	yes
at4g36540	BEE2	normal	no	no
at4g36710	AT4G36710	normal	no	no
at4g36820	AT4G36820	normal	no	yes
